SubmissionDate,starttime,endtime,deviceid,devicephonenum,username,device_info,duration,caseid,Date,Enumerator,Hospital,BAT,BST,BET,Breakfast,LAT,LST,LET,Lunch,Male,Female,Female_caregivers,Male_caregivers,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,Kigali,South,East,North,West,DAT,DST,DET,Dinner,Challenge_satisfaction,Recommendation,Audio,Image,instanceID,formdef_version,KEY
"8/12/2024, 11:44:47 PM","8/12/2024, 8:24:52 PM","8/12/2024, 11:44:38 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),2261,,8/12/2024,3,1,6:46:36 AM,6:56:52 AM,7:30:11 AM,,11:38:13 AM,11:46:41 AM,12:30:18 PM,159,48,68,,,,,,,,,,,,,4:42:07 PM,4:56:22 PM,5:23:41 PM,143,today all patients and caregivers were given meals and they were satisfied. but the patients who receive the eggs did not see any and were worried about their ulcers because the eggs make them heal faster.,"tin pediatrics ward, there is a child who had high blood pressure and suddenly had a stroke, later they found out that he has blood cancer, now the child is drinking in a tube, we help him to give him pottage and milk.

another man who come to masaka hospital had a serious accident and injured his head and hands. he come alone and had no hope for recovery, but when he arrived at the  hospital we prepared food for him and he was happy because he wondered how he find meals without  caregiver.",,,uuid:59e44550-0896-4e72-9fff-b8e94278917e,2407301816,uuid:59e44550-0896-4e72-9fff-b8e94278917e
"8/13/2024, 10:01:00 AM","8/13/2024, 2:06:24 AM","8/13/2024, 10:00:49 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),10352,,8/12/2024,4,3,6:15:54 AM,6:56:55 AM,7:29:55 AM,,12:46:51 PM,1:03:11 AM,2:05:30 AM,109,10,59,,,,,,,,,,,,,5:09:43 PM,5:21:02 PM,5:59:15 PM,84,None,"We offered porridge and bread along with , which every patient received and enjoyed.
At lunchtime, we served rice and vegetables mixed Beans along potatoes, vegetables and sauce.
Patients are very appreciative

Regarding special dietary needs, we received five new patients referred by nutritionists. Additionally, patients from the pediatric department who were on daily special diets.",,,uuid:7fad618a-de3a-4c9c-9782-050730227dae,2407301816,uuid:7fad618a-de3a-4c9c-9782-050730227dae
"8/13/2024, 8:37:54 PM","8/13/2024, 7:21:45 AM","8/13/2024, 8:36:18 PM",70fe08f24037fb15,,kibagabaga,TECNO|TECNO CG6|12|SurveyCTO Collect 2.81.2 (3771098),1731,,8/13/2024,2,2,6:42:58 AM,6:54:20 AM,7:25:10 AM,,2:19:39 PM,2:39:47 PM,3:29:55 PM,176,74,56,,,,,,,,,,,,,5:15:15 PM,5:25:38 PM,5:52:25 PM,146,"At Lunch, Milk was spoiled again, we comforted patients for not getting it and told them that we will see how to correct it.","While giving Tickets to beneficiaries they were happy to what we serve them, we even met one who thanked Solid Africa a lot, she acknowledged that without it it would be hard to survive, another one said that without our food her Patient should have died... 
The positive impact in their lives is so vizible in all different ages, kids or adults. 

Feeding the M - Pox Patients is still on going.",,,uuid:ef270ec3-b7c0-4519-a6de-b5416ab59247,2407301816,uuid:ef270ec3-b7c0-4519-a6de-b5416ab59247
"8/13/2024, 9:40:19 PM","8/13/2024, 4:29:20 PM","8/13/2024, 9:40:00 PM",4c901e414fa4aff7,,chuk,samsung|SM-A127F|13|SurveyCTO Collect 2.81.2 (3771098),6024,,8/13/2024,5,0,7:10:08 AM,7:20:09 AM,8:10:40 AM,,12:20:41 PM,12:30:54 PM,1:46:08 PM,468,104,130,,,,,,,,,,,,,5:20:50 PM,5:30:54 PM,6:34:16 PM,476,"The meals provided today were well-received by the beneficiaries. Breakfast was sufficient and healthy, lunch was enjoyable and nutritious, and there were no complaints about dinner, indicating overall satisfaction with the day's meals","The meals provided today were well-received by the beneficiaries. Breakfast was sufficient and healthy, lunch was enjoyable and nutritious, and there were no complaints about dinner, indicating overall satisfaction with the day's meals. Beneficiaries are not only thankful for the meals but also for the supportive materials provided by SolidAfrica. Some beneficiaries inquired about SolidAfrica, prompting field officers to explain the organization's mission and impact. Inspired by the significant positive impact—such as eliminating meal costs and providing nutritious food that aids in quicker recovery—many beneficiaries requested the Mobile Money code from field officers so they could contribute to SolidAfrica. The beneficiaries are deeply grateful for the support they've received.",,,uuid:fb9001d6-aff7-4d23-a2da-64198008b61f,2407301816,uuid:fb9001d6-aff7-4d23-a2da-64198008b61f
"8/13/2024, 10:57:11 PM","8/13/2024, 1:11:41 PM","8/13/2024, 10:57:01 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),2304,,8/13/2024,3,1,6:35:43 AM,6:45:02 AM,7:36:21 AM,,1:42:24 PM,2:00:58 PM,2:36:15 PM,155,51,67,,,,,,,,,,,,,4:45:49 PM,4:56:05 PM,5:59:33 PM,138,today the patients who take the special diet are satisfied with the general eggs we have given them.,"there was a mother who had a sick child in the pediatric room, her child had a blood infection and was on a catheter, but today she was discharged from the hospital. before going home, she told me that they have been in the hospital for 2 weeks, we took good care of them. and now her child has recovered and was discharged from the hospital.",,,uuid:122cdf20-706e-40a2-a6bd-a52b1c71081f,2407301816,uuid:122cdf20-706e-40a2-a6bd-a52b1c71081f
"8/14/2024, 8:24:34 AM","8/13/2024, 8:28:57 PM","8/14/2024, 8:24:23 AM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.2 (3771098),3927,,8/13/2024,0,4,7:39:46 AM,7:47:57 AM,8:18:29 AM,,1:02:40 PM,1:26:27 PM,2:14:26 PM,133,26,58,,,,,,,,,,,,,9:00:33 PM,8:24:12 AM,8:24:15 AM,0,"8 Patients from pediatrics didn't get special diet because they sent less.

Patients from surgery and internal medecine were happy that we gave them eggs again because they had not received  them for days.

The patients in emergency room also continue  to thank us for taking care of them  because they haven't caregivers  and they never lack something to eat and drinks.",2 patients from  internal medecine discharged from the hospital,,,uuid:e5015180-49fa-4a74-b208-1b37bcb17bd7,2407301816,uuid:e5015180-49fa-4a74-b208-1b37bcb17bd7
"8/14/2024, 6:18:47 PM","8/14/2024, 7:13:27 AM","8/14/2024, 6:08:15 PM",70fe08f24037fb15,,kibagabaga,TECNO|TECNO CG6|12|SurveyCTO Collect 2.81.2 (3771098),5786,,8/14/2024,2,2,6:26:38 AM,6:39:32 AM,7:15:05 AM,,1:51:47 PM,2:10:23 PM,3:07:48 PM,183,76,55,,,,,,,,,,,,,4:39:04 PM,5:05:10 PM,5:48:45 PM,137,"There was no challenge Today, satisfaction patients are grateful for what we did for them.","I informed to our supervisor that the milk has been spoiled this past 2 days and Today it wasn't.

While giving Tickets, I interacted with different beneficiaries and apart from some patients who asked why they don't get the Special Diet, I explained them that those who Get it is because the nutritionist prescripted it, a part from that I didn't receive any complain.

We visited some patients with the nutritionist and putted them on Special Diet.

Feedback from the M - Pox patients is that they appreciate what we serve them and 2 of them has been discharged, we are remaining with 4.

N.B: We can stop the soup without salt and oil then bring it with it because of two more patients, one woman from the internal medicine for woman another one is a man who's in surgery ward, ( the one I mentioned in my previous Report who takes the sauce of meat at Lunch)

The nutritionist mentioned that there are 3 patients who told her that when they take milk at Lunch after like an hour it become spoiled ( umubanji) that we may taste it before. 
( This past 2 days I mentioned it in the previous Reports that milk was spoiled at Lunch). 

The number of beneficiaries at Dinner were Few because Lunch and Dinner came almost at the same time.",,,uuid:72150c73-8317-443f-92df-2ff510f09edb,2407301816,uuid:72150c73-8317-443f-92df-2ff510f09edb
"8/14/2024, 9:45:31 PM","8/14/2024, 4:43:51 PM","8/14/2024, 9:45:17 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),3258,,8/14/2024,3,1,6:42:32 AM,6:52:45 AM,7:47:57 AM,,12:22:48 PM,12:34:04 PM,1:37:19 PM,164,54,72,,,,,,,,,,,,,3:44:57 PM,4:00:25 PM,4:30:39 PM,135,today all patients and caregivers are satisfied with the sufficient meals we have given them.,"there is a patient who is in a coma in the surgery room, he have not caregiver and we are taking care of him, we give him pottage and milk every day in the morning and lunch and we hope that he will be able to came out of the coma and recovery.

there is another man who sick in  internal medicine and has a leg disability, he came to the hospital with a stomach tumor, but he doesn't stop eating even though it hurts him a lot. he tries to eat soft food like special diet and we give him milk and eggs he and his caregiver are satisfied with the service we give them, because they came from eastern province and they will not see the delivery people.",,,uuid:97f1aeff-6102-4ad2-b138-07e7291c40bc,2407301816,uuid:97f1aeff-6102-4ad2-b138-07e7291c40bc
"8/14/2024, 9:49:51 PM","8/14/2024, 7:35:26 PM","8/14/2024, 9:49:38 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.2 (3771098),3250,,8/14/2024,0,4,7:17:54 AM,7:34:19 AM,8:15:19 AM,,2:14:24 PM,2:26:25 PM,3:28:25 PM,135,27,59,,,,,,,,,,,,,8:10:56 PM,8:10:57 PM,8:10:58 PM,0,"We had 4 patients who didn't receive special diet.

We had seven others who didn't get milk,the problem was that there was little food even milk they brought  only four litres.

There was a patient who had  asked us for clothers because she has been receiving treatment  for more than five  years and now her clothes  are expired, she asked us for it and we also gave it  to her  and she was very happy and saying that after longtime she looks good again.",Three patients from pediatric ward discharged from the hospital and were very happy with our care without any cost.,,,uuid:bf929091-9eb6-4bdd-a1ee-eb301450470e,2407301816,uuid:bf929091-9eb6-4bdd-a1ee-eb301450470e
"8/14/2024, 10:08:04 PM","8/14/2024, 7:11:10 PM","8/14/2024, 10:07:56 PM",4c901e414fa4aff7,,chuk,samsung|SM-A127F|13|SurveyCTO Collect 2.81.2 (3771098),4449,,8/14/2024,5,0,6:50:29 AM,7:09:35 AM,8:30:16 AM,,12:44:41 PM,12:59:33 PM,2:11:04 PM,526,122,141,,,,,,,,,,,,,5:40:37 PM,5:50:38 PM,6:30:39 PM,514,The challenge today was dialysis beneficiaries they are upset because the milk is being served late due to delays caused by the car that delivers their lunch. This delay is leading to the milk being served at a rate time.,"The recommendation for today is that dialysis beneficiaries should be served milk at 12:40,with no exceptions. To ensure this, lunch should be delivered by 12:30 PM at the latest, allowing enough time for the milk to be served promptly. This schedule is important to maintain the quality of the meals provided.
The CHUK Nutrition Department has reported a new patient who has specific dietary needs. A doctor has recommended that this patient be served rice and carrot soup at lunch, making him an exceptional case among the beneficiaries",,,uuid:998847f5-5f05-4322-b2a4-18de5e06f5f1,2407301816,uuid:998847f5-5f05-4322-b2a4-18de5e06f5f1
"8/15/2024, 12:03:12 AM","8/13/2024, 9:32:18 PM","8/15/2024, 12:03:04 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),2476,,8/13/2024,4,3,6:45:32 AM,6:55:33 AM,7:27:34 AM,,1:52:39 PM,2:18:40 PM,2:56:40 PM,107,,,30,5,,,,,,,,,,,5:06:25 PM,5:23:28 PM,5:54:28 PM,100,None,"A patient told us how bad he felt when he came. He had a stomach and could only drink milk or tea. He couldn't eat anything  because stomach. But now, he can eat  bananas with sauce, and he's really happy about it!",media\1723644963790.m4a,,uuid:ea8bc0df-8144-416b-a566-449df338e808,2408110044,uuid:ea8bc0df-8144-416b-a566-449df338e808
"8/15/2024, 9:27:23 PM","8/15/2024, 2:27:59 PM","8/15/2024, 9:27:08 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.2 (3771098),4447,,8/15/2024,0,4,7:34:39 AM,7:44:56 AM,8:15:05 AM,,1:14:46 PM,1:25:47 PM,2:23:47 PM,129,25,54,,,,,,,,,,,,,4:31:50 PM,4:31:51 PM,4:31:51 PM,0,"This morning there was no porridge we  received  without sugar.

We have patient in the hospital  who has been in Neo ward for four months,
They first removed a baby from their womb and the ulcers refused to heal.
The doctor said if possible  we  should pay attention to her and give her tuo eggs  a day ,in addition  fruits and juice because 
 She has low blood count.
They came from afar and had no ability to afford it.",Tuo patients from pediatric ward discharged from the hospital.,,,uuid:07b5ec0c-17bd-46bc-9408-8755c3a25c95,2407301816,uuid:07b5ec0c-17bd-46bc-9408-8755c3a25c95
"8/15/2024, 11:01:32 PM","8/15/2024, 4:32:36 PM","8/15/2024, 11:01:21 PM",4c901e414fa4aff7,,chuk,samsung|SM-A127F|13|SurveyCTO Collect 2.81.2 (3771098),4668,,8/15/2024,5,0,6:50:00 AM,7:10:38 AM,8:03:05 AM,,12:15:46 PM,12:43:45 PM,1:51:03 PM,541,120,156,,,,,,,,,,,,,4:45:53 PM,4:58:22 PM,5:45:51 PM,536,"Today's challenge was on breakfast. Milk was not sufficient, then It was given to dialysis beneficiaries only, which means other beneficiaries didn't get milk. a challenging situation where there wasn't enough milk for everyone, so we had to prioritize dialysis beneficiaries to ensure that they received enough milk.","It’s great to hear that despite the milk shortage, the rest of the day's meals were well-prepared, nutritious, and appreciated by the beneficiaries. Ensuring that meals are balanced and satisfying plays a significant role in patient recovery, and it’s heartening to know that many beneficiaries are being discharged, which speaks to the positive impact of these efforts.

The recommendation to ensure sufficient milk in the future is important, as it will help avoid similar challenges and ensure that everyone receives what they need. It’s also wonderful to see that the beneficiaries are not only enjoying the meals but are also grateful for the care and support they are receiving from SolidAfrica. This positive feedback is a testament to the hard work and dedication of everyone involved in providing these services.",,,uuid:7cf62d7e-3b86-4081-8258-18555a8e88f7,2407301816,uuid:7cf62d7e-3b86-4081-8258-18555a8e88f7
"8/16/2024, 12:00:36 AM","8/15/2024, 10:33:16 PM","8/16/2024, 12:00:30 AM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),3263,,8/15/2024,3,1,6:40:47 AM,6:58:14 AM,7:40:38 AM,,11:35:10 AM,12:02:30 PM,12:48:50 PM,168,63,70,,,,,,,,,,,,,3:46:52 PM,4:10:17 PM,5:25:38 PM,137,all patients and caregivers are satisfied with the meals we served them,"Yankundiye Eugenie is a patient in internal medicine, she has been in masaka hospital for year and a half with respiratory problems, today she talked to the guest and told them how solid africa helped her, throughout her stay in the hospital. we fed her porredge and bread in the morning, food for lunch and dinner. because she had a stomach disease. she could not eat the normal food, we gave her a special diet and milk, not only to feed her, we also gave her hygiene tools and clothes. she thanks solid africa for all that they have helped her, because she would not have seen it all the time she was in the hospital.",,,uuid:5dcfc96d-3f62-4727-aef3-360bb604a0a6,2407301816,uuid:5dcfc96d-3f62-4727-aef3-360bb604a0a6
"8/16/2024, 6:46:30 AM","8/14/2024, 4:09:49 PM","8/16/2024, 6:46:27 AM",2228bfbb108d29cb,,muhima,google|Pixel 3a|12|SurveyCTO Collect 2.81.2 (3771098),3152,,8/14/2024,4,3,6:21:29 AM,6:52:28 AM,7:36:05 AM,,1:09:25 PM,1:51:25 PM,2:12:26 PM,121,,,36,7,,,,,,,,,,,5:14:53 PM,4:50:13 PM,5:29:35 PM,99,there is a patient who has a child in pediatrics with a brain tumor. but we talked to her mother and she told us that they have given her an appointment at Muhima Hospital. they even appreciate it! Solid African gave you everything!  the child is recovering,None,,,uuid:9934ee01-d16c-4b3c-bf8b-41cc66610a62,2408110044,uuid:9934ee01-d16c-4b3c-bf8b-41cc66610a62
"8/16/2024, 9:29:48 PM","8/16/2024, 8:19:22 PM","8/16/2024, 9:28:45 PM",dcc98da1ce4a0190,,nyarugenge,Itel|itel A662L|12|SurveyCTO Collect 2.81.2 (3771098),2455,,8/16/2024,0,4,7:26:29 AM,7:41:37 AM,8:12:45 AM,,1:42:58 PM,1:57:08 PM,2:40:16 PM,131,24,55,,,,,,,,,,,,,9:28:02 PM,9:28:02 PM,9:28:03 PM,0,"This is a fifth day ,a diabetic patients didn't see a porridge.

There are five patients who didn't get milk   on lunch because  they sent low amount of milk and even the patients who consume it are many.

 There is a doctor who works  in internal medecine  especially small pox patients.
Because she is the one who cames to take their food and eggs.
I asked her how patients were, and 
She said that without any change two of them  would be discharged from the hospital .
She thanked us  and  she told us that some  of the reasons why the patients recover soon is that they saw  a meals with nutrients.",Tuo patients from maternity ward were discharged from the hospital.,,,uuid:244c7e17-7e15-45fe-81f0-15c897b49e79,2407301816,uuid:244c7e17-7e15-45fe-81f0-15c897b49e79
"8/16/2024, 11:11:45 PM","8/16/2024, 3:11:27 PM","8/16/2024, 11:11:36 PM",4c901e414fa4aff7,,chuk,samsung|SM-A127F|13|SurveyCTO Collect 2.81.2 (3771098),1711,,8/16/2024,5,0,6:45:56 AM,7:10:14 AM,8:25:38 AM,,12:58:18 PM,1:05:28 PM,2:14:37 PM,528,122,142,,,,,,,,,,,,,7:40:28 PM,7:51:11 PM,8:35:40 PM,516,"Today's challenge was that dinner was too late, which led to a late service of dinner","Recommendation:
I would like to encourage those in charge to be mindful of time, as the delay in arrival today led to a late dinner service. It’s important to maintain punctuality to ensure that beneficiaries receive their meals at the appropriate times. That said, I am pleased to report that breakfast, lunch, and dinner were all well-prepared, sufficient, and healthy. The beneficiaries are thankful for the meals, the visit, and the supportive materials provided by SolidAfrica",,,uuid:9c1c02af-1941-4bcc-b2e6-d6e6fa723e31,2407301816,uuid:9c1c02af-1941-4bcc-b2e6-d6e6fa723e31
"8/16/2024, 11:39:31 PM","8/16/2024, 8:49:27 PM","8/16/2024, 11:39:22 PM",0ddcca6db3c774ee,,masaka,Infinix|Infinix X6516|12|SurveyCTO Collect 2.81.2 (3771098),3345,,8/16/2024,3,1,6:45:25 AM,7:00:45 AM,7:45:07 AM,,12:14:46 PM,12:40:51 PM,1:40:02 PM,155,42,58,,,,,,,,,,,,,6:40:01 PM,6:46:28 PM,7:27:34 PM,137,all patients and caregivers are satisfied with the meals we feeded them especial fruits ( banana),"today we had visitors to the masaka hospital whose came to help us feed the patients . the patients were very happy and satisfied with the meals we gave them.
when we finished to feed the patients,  the visitors want to talk the patient, I immediately take them to neonatology ward . they were speak to the woman called anonciatha . she told them that she came to the hospital from Rwamagana district after giving birth a premature baby. she wondered how long she would live without eat, but she found a family( solid africa) that feeds the patient, we feeded green banana, potatoes, sauce, casava leaves(isombe) and vegetables. all those it's helped  her to boost breast milk, and also we gave her vaseline, saop and pampers for her baby. she is very grateful to solid africa  for their good work. visitors also liked the activities solid africa does for patints.",,,uuid:d20fb6b7-f789-4d29-a2d5-461262ad744f,2407301816,uuid:d20fb6b7-f789-4d29-a2d5-461262ad744f
